Date,BTC-EUR (Price),BTC/EUR,Gold (Price),Gold Futures,Gold Trial,SPX-500 (Price),S&P 500 ,S&P,Myfund (Price),Myfund,,M Trial,MVIS Price,ITIF,,ITIF Trial
2020-07-13,"8,160.90",-1.00,"1,831.60",0.68%,0.68,"3,155.22",-0.0094,-0.94,2.405461,8.06%,8.056554182,8.056554182,2142.48,-1.48%,-1.48,-1.48
2020-07-14,"8,128.50",-0.40,"1,819.30",-0.12%,-0.12,"3,197.52",0.0134,1.34,2.286215,-4.96%,-4.957303403,-4.957303403,2147.37,0.23%,0.23,0.23
2020-07-15,"8,057.70",-0.87,"1,831.90",0.01%,0.01,"3,226.56",0.0091,0.91,2.396629,4.83%,4.829554526,4.829554526,2130.56,-0.78%,-0.78,-0.78
2020-07-16,"8,024.90",-0.41,"1,819.90",-0.82%,-0.82,"3,215.57",-0.0034,-0.34,2.405353,0.36%,0.364011284,0.364011284,2108.8,-1.02%,-1.02,-1.02
2020-07-17,"8,032.90",0.10,"1,821.00",0.39%,0.39,"3,224.73",0.0028,0.28,2.37062,-1.44%,-1.443987639,-1.443987639,2108.68,-0.01%,-0.01,-0.01
2020-07-18,"8,051.50",0.23,,,,,,,2.333717,-1.56%,-1.556681374,-1.556681374,2130.32,1.03%,1.03,1.03
2020-07-19,"8,071.90",0.25,,,,,,,2.350326,0.71%,0.711697262,0.711697262,2142.94,0.59%,0.59,0.59
2020-07-20,"8,022.20",-0.62,"1,830.70",0.35%,0.35,"3,251.84",0.0084,0.84,2.37787,1.17%,1.171922533,1.171922533,2105.15,-1.76%,-1.76,-1.76
2020-07-21,"8,163.60",1.76,"1,839.90",1.60%,1.60,"3,257.30",0.0017,0.17,2.325239,-2.21%,-2.213367425,-2.213367425,2173.22,3.23%,3.23,3.23
2020-07-22,"8,249.20",1.05,"1,867.80",1.23%,1.23,"3,276.02",0.0057,0.57,2.347695,0.97%,0.965750187,0.965750187,2251.15,3.59%,3.59,3.59
2020-07-23,"8,307.20",0.70,"1,890.40",1.31%,1.31,"3,235.66",-0.0123,-1.23,2.462615,4.90%,4.895014046,4.895014046,2291.21,1.78%,1.78,1.78
2020-07-24,"8,222.40",-1.02,"1,908.00",0.41%,0.41,"3,215.63",-0.0062,-0.62,2.478349,0.64%,0.638914325,0.638914325,2274.62,-0.72%,-0.72,-0.72
2020-07-25,"8,356.40",1.63,,,,,,,2.555854,3.13%,3.127283526,3.127283526,2413.4,6.10%,6.1,6.1
2020-07-26,"8,529.40",2.07,,,,,,,2.662222,4.16%,4.161740068,4.161740068,2430.85,0.72%,0.72,0.72
2020-07-27,"9,336.20",9.46,"1,926.80",1.57%,1.57,"3,239.41",0.0074,0.74,2.727639,2.46%,2.457233093,2.457233093,2582.5,6.24%,6.24,6.24
2020-07-28,"9,338.20",0.02,"1,927.50",0.43%,0.43,"3,218.44",-0.0065,-0.65,2.816407,3.25%,3.254389602,3.254389602,2616.49,1.32%,1.32,1.32
2020-07-29,"9,448.80",1.18,"1,955.70",0.65%,0.65,"3,258.44",0.0124,1.24,2.842987,0.94%,0.943755643,0.943755643,2655.24,1.48%,1.48,1.48
2020-07-30,"9,384.10",-0.68,"1,952.30",-0.50%,-0.50,"3,246.22",-0.0038,-0.38,2.846371,0.12%,0.119029739,0.119029739,2706.71,1.94%,1.94,1.94
2020-07-31,"9,648.00",2.81,"1,971.40",0.97%,0.97,"3,271.12",0.0077,0.77,2.87403,0.97%,0.971728562,0.971728562,2803.19,3.56%,3.56,3.56
2020-08-01,"10,043.10",4.10,,,,,,,2.964889,3.16%,3.161379665,3.161379665,3055,8.98%,8.98,8.98
2020-08-02,"9,400.10",-6.40,,,,,,,3.191233,7.63%,7.634147518,7.634147518,2899.84,-5.08%,-5.08,-5.08
2020-08-03,"9,571.80",1.83,"1,975.20",0.02%,0.02,"3,294.61",0.0072,0.72,3.077563,-3.56%,-3.561946119,-3.561946119,3021.03,4.18%,4.18,4.18
2020-08-04,"9,501.00",-0.74,"1,982.60",1.75%,1.75,"3,306.51",0.0036,0.36,3.13816,1.97%,1.968992999,1.968992999,2998.35,-0.75%,-0.75,-0.75
2020-08-05,"9,912.70",4.33,"2,027.50",1.40%,1.40,"3,327.77",0.0064,0.64,3.198622,1.93%,1.926670406,1.926670406,3073.06,2.49%,2.49,2.49
2020-08-06,"9,934.10",0.22,"2,049.00",0.98%,0.98,"3,349.16",0.0064,0.64,3.263124,2.02%,2.016555879,2.016555879,3076.12,0.10%,0.1,0.1
2020-08-07,"9,865.70",-0.69,"2,024.80",-2.00%,-2.00,"3,351.28",0.0006,0.06,3.22454,-1.18%,-1.182425185,-1.182425185,2990.77,-2.77%,-2.77,-2.77
2020-08-08,"9,999.50",1.36,,,,,,,3.177941,-1.45%,-1.445136361,-1.445136361,3049.76,1.97%,1.97,1.97
2020-08-09,"9,941.50",-0.58,,,,,,,3.30895,4.12%,4.122449095,4.122449095,2998.74,-1.67%,-1.67,-1.67
2020-08-10,"10,137.40",1.97,"2,027.80",0.58%,0.58,"3,360.47",0.0027,0.27,3.3231,0.43%,0.4276281,0.4276281,3048.3,1.65%,1.65,1.65
2020-08-11,"9,720.90",-4.11,"1,911.30",-4.58%,-4.58,"3,333.69",-0.008,-0.8,3.348747,0.77%,0.771779363,0.771779363,2901.29,-4.82%,-4.82,-4.82
2020-08-12,"9,829.90",1.12,"1,874.20",0.14%,0.14,"3,380.35",0.014,1.4,3.189153,-4.77%,-4.765782545,-4.765782545,2936.49,1.21%,1.21,1.21
2020-08-13,"9,974.20",1.47,"1,923.00",1.10%,1.10,"3,373.43",-0.002,-0.2,3.293362,3.27%,3.267607418,3.267607418,3089.71,5.22%,5.22,5.22
2020-08-14,"9,960.80",-0.13,"1,939.10",-1.05%,-1.05,"3,372.85",-0.0002,-0.02,3.471579,5.41%,5.411400265,5.411400265,3132.6,1.39%,1.39,1.39
2020-08-15,"10,027.10",0.67,,,,,,,3.534327,1.81%,1.807477232,1.807477232,3145.29,0.41%,0.41,0.41
2020-08-16,"10,063.90",0.37,,,,,,,3.572679,1.09%,1.085128795,1.085128795,3196.88,1.64%,1.64,1.64
2020-08-17,"10,359.70",2.94,"1,939.10",2.51%,2.51,"3,381.99",0.0027,0.27,3.572722,0.00%,0.001203579,0.001203579,3263.93,2.10%,2.1,2.1
2020-08-18,"10,032.10",-3.16,"1,985.20",0.72%,0.72,"3,389.78",0.0023,0.23,3.660376,2.45%,2.453423468,2.453423468,3159.98,-3.18%,-3.18,-3.18
2020-08-19,"9,941.20",-0.91,"1,930.50",-2.13%,-2.13,"3,374.85",-0.0044,-0.44,3.542773,-3.21%,-3.212866656,-3.212866656,3046.73,-3.58%,-3.58,-3.58
2020-08-20,"10,011.70",0.71,"1,928.90",-1.21%,-1.21,"3,385.51",0.0032,0.32,3.419292,-3.49%,-3.485433585,-3.485433585,3089.83,1.41%,1.41,1.41
2020-08-21,"9,794.30",-2.17,"1,916.60",0.03%,0.03,"3,397.16",0.0034,0.34,3.473425,1.58%,1.583164,1.583164,2934.81,-5.02%,-5.02,-5.02
2020-08-22,"9,914.50",1.23,,,,,,,3.329353,-4.15%,-4.147836789,-4.147836789,2991.24,1.92%,1.92,1.92
2020-08-23,"9,894.80",-0.20,,,,,,,3.370591,1.24%,1.238619035,1.238619035,2980.14,-0.37%,-0.37,-0.37
2020-08-24,"9,987.00",0.93,"1,930.80",-0.40%,-0.40,"3,431.28",0.01,1,3.362769,-0.23%,-0.232066127,-0.232066127,3045.21,2.18%,2.18,2.18
2020-08-25,"9,595.20",-3.92,"1,919.10",-0.83%,-0.83,"3,443.62",0.0036,0.36,3.420847,1.73%,1.727088599,1.727088599,2894.3,-4.96%,-4.96,-4.96
2020-08-26,"9,693.50",1.02,"1,908.40",1.53%,1.53,"3,478.73",0.0102,1.02,3.223122,-5.78%,-5.780001269,-5.780001269,2906.64,0.43%,0.43,0.43
2020-08-27,"9,597.60",-0.99,"1,914.70",-1.02%,-1.02,"3,484.55",0.0017,0.17,3.284536,1.91%,1.905419652,1.905419652,2836.16,-2.42%,-2.42,-2.42
2020-08-28,"9,706.50",1.14,"1,928.20",2.19%,2.19,"3,508.01",0.0067,0.67,3.209828,-2.27%,-2.274537408,-2.274537408,2908.12,2.54%,2.54,2.54
2020-08-29,"9,670.10",-0.38,,,,,,,3.26853,1.83%,1.828820734,1.828820734,2918.31,0.35%,0.35,0.35
2020-08-30,"9,839.40",1.75,,,,,,,3.331001,1.91%,1.911287337,1.911287337,3060.66,4.88%,4.88,4.88
2020-08-31,"9,783.50",-0.57,"1,962.30",0.19%,0.19,"3,500.31",-0.0022,-0.22,3.403058,2.16%,2.163223608,2.163223608,3047.66,-0.42%,-0.42,-0.42
2020-09-01,"10,007.70",2.29,"1,969.20",0.02%,0.02,"3,526.65",0.0075,0.75,3.436372,0.98%,0.978943057,0.978943057,3224.3,5.80%,5.8,5.8
2020-09-02,"9,643.50",-3.64,"1,938.90",-1.73%,-1.73,"3,580.84",0.0154,1.54,3.682974,7.18%,7.176231211,7.176231211,3004.12,-6.83%,-6.83,-6.83
2020-09-03,"8,625.00",-10.56,"1,927.20",-0.35%,-0.35,"3,455.06",-0.0351,-3.51,3.43031,-6.86%,-6.860325378,-6.860325378,2612.19,-13.05%,-13.05,-13.05
2020-09-04,"8,860.20",2.73,"1,921.60",-0.18%,-0.18,"3,426.96",-0.0081,-0.81,3.178766,-7.33%,-7.332981567,-7.332981567,2687.15,2.87%,2.87,2.87
2020-09-05,"8,602.70",-2.91,,,,,,,3.125735,-1.67%,-1.668288889,-1.668288889,2487.72,-7.42%,-7.42,-7.42
2020-09-06,"8,678.30",0.88,"1,937.65",0.33%,0.33,,,,2.79802,-10.48%,-10.48441407,-10.48441407,2545.37,2.32%,2.32,2.32
2020-09-07,"8,792.80",1.32,"1,930.45",-0.18%,-0.18,,,,2.938788,5.03%,5.030986197,5.030986197,2567.71,0.88%,0.88,0.88
2020-09-08,"8,617.50",-1.99,"1,911.70",0.31%,0.31,"3,331.84",-0.0278,-2.78,2.869155,-2.37%,-2.36944618,-2.36944618,2487.46,-3.13%,-3.13,-3.13
2020-09-09,"8,679.90",0.72,"1,926.30",0.60%,0.60,"3,398.96",0.0201,2.01,2.838428,-1.07%,-1.07094249,-1.07094249,2535.85,1.95%,1.95,1.95
2020-09-10,"8,770.90",1.05,"1,948.60",0.48%,0.48,"3,339.19",-0.0176,-1.76,2.920579,2.89%,2.89424287,2.89424287,2601.56,2.59%,2.59,2.59
2020-09-11,"8,795.00",0.27,"1,944.00",-0.83%,-0.83,"3,340.97",0.0005,0.05,2.982824,2.13%,2.131255481,2.131255481,2619.54,0.69%,0.69,0.69
2020-09-12,"8,831.50",0.41,,,,,,,2.979508,-0.11%,-0.111169818,-0.111169818,2679.7,2.30%,2.3,2.3
2020-09-13,"8,740.50",-1.03,,,,,,,3.035974,1.90%,1.895145104,1.895145104,2585.69,-3.51%,-3.51,-3.51
2020-09-14,"9,011.00",3.09,"1,945.20",0.81%,0.81,"3,383.54",0.0127,1.27,2.954454,-2.69%,-2.685134985,-2.685134985,2646.91,2.37%,2.37,2.37
2020-09-15,"9,118.30",1.19,"1,955.60",0.13%,0.13,"3,401.20",0.0052,0.52,3.049846,3.23%,3.22875225,3.22875225,2619.77,-1.03%,-1.03,-1.03
2020-09-16,"9,285.80",1.84,"1,957.20",0.22%,0.22,"3,385.49",-0.0046,-0.46,3.017266,-1.07%,-1.068250659,-1.068250659,2635.76,0.61%,0.61,0.61
2020-09-17,"9,246.00",-0.43,"1,938.20",-1.05%,-1.05,"3,357.01",-0.0084,-0.84,3.024699,0.25%,0.246348847,0.246348847,2711.84,2.89%,2.89,2.89
2020-09-18,"9,245.40",-0.01,"1,951.10",0.63%,0.63,"3,319.47",-0.0112,-1.12,3.091946,2.22%,2.223262546,2.223262546,2692.68,-0.71%,-0.71,-0.71
2020-09-19,"9,370.80",1.36,,,,,,,3.033211,-1.90%,-1.899612736,-1.899612736,2703.04,0.38%,0.38,0.38
2020-09-20,"9,233.30",-1.47,,,,,,,3.05095,0.58%,0.584825784,0.584825784,2634.64,-2.53%,-2.53,-2.53
2020-09-21,"8,868.80",-3.95,"1,885.40",-2.62%,-2.62,"3,281.06",-0.0116,-1.16,2.965365,-2.81%,-2.805191825,-2.805191825,2455.58,-6.80%,-6.8,-6.8
2020-09-22,"9,003.70",1.52,"1,898.90",-0.16%,-0.16,"3,315.57",0.0105,1.05,2.831285,-4.52%,-4.521534449,-4.521534449,2492.85,1.52%,1.52,1.52
2020-09-23,"8,790.20",-2.37,"1,856.00",-2.05%,-2.05,"3,236.92",-0.0237,-2.37,2.866012,1.23%,1.226545544,1.226545544,2366.77,-5.06%,-5.06,-5.06
2020-09-24,"9,192.30",4.57,"1,851.00",0.45%,0.45,"3,246.59",0.003,0.3,2.741229,-4.35%,-4.353889656,-4.353889656,2512.16,6.14%,6.14,6.14
2020-09-25,"9,196.20",0.04,"1,854.10",-0.56%,-0.56,"3,298.46",0.016,1.6,2.890598,5.45%,5.448979272,5.448979272,2547.27,1.40%,1.4,1.4
2020-09-26,"9,226.90",0.33,,,,,,,3.002638,3.88%,3.876014582,3.876014582,2560.16,0.51%,0.51,0.51
2020-09-27,"9,262.30",0.38,,,,,,,2.964958,-1.25%,-1.254896528,-1.254896528,2582.71,0.88%,0.88,0.88
2020-09-28,"9,164.00",-1.06,"1,851.10",0.86%,0.86,"3,351.60",0.0161,1.61,2.985099,0.68%,0.679301359,0.679301359,2556.6,-1.01%,-1.01,-1.01
2020-09-29,"9,240.60",0.84,"1,880.80",1.11%,1.11,"3,335.47",-0.0048,-0.48,3.05016,2.18%,2.179525704,2.179525704,2591.95,1.38%,1.38,1.38
2020-09-30,"9,196.60",-0.48,"1,885.80",-0.40%,-0.40,"3,363.00",0.0083,0.83,2.970572,-2.61%,-2.609305741,-2.609305741,2589.23,-0.10%,-0.1,-0.1
2020-10-01,"9,051.70",-1.57,"1,890.00",1.10%,1.10,"3,380.80",0.0053,0.53,2.955388,-0.51%,-0.511147348,-0.511147348,2556.28,-1.27%,-1.27,-1.27
2020-10-02,"9,033.30",-0.20,"1,895.20",-0.45%,-0.45,"3,348.44",-0.0096,-0.96,2.917508,-1.28%,-1.281726799,-1.281726799,2509.84,-1.82%,-1.82,-1.82
2020-10-03,"9,024.60",-0.10,,,,,,,2.846934,-2.42%,-2.418982227,-2.418982227,2505.47,-0.17%,-0.17,-0.17
2020-10-04,"9,109.70",0.94,,,,,,,2.899836,1.86%,1.858209569,1.858209569,2578.16,2.90%,2.9,2.9
2020-10-05,"9,151.00",0.45,"1,891.20",0.66%,0.66,"3,408.63",0.018,1.8,2.921085,0.73%,0.732765577,0.732765577,2594.54,0.64%,0.64,0.64
2020-10-06,"9,039.60",-1.22,"1,878.20",-0.59%,-0.59,"3,360.95",-0.014,-1.4,2.925896,0.16%,0.164699076,0.164699076,2537.76,-2.19%,-2.19,-2.19
2020-10-07,"9,072.90",0.37,"1,877.10",-0.94%,-0.94,"3,419.45",0.0174,1.74,2.847928,-2.66%,-2.664756369,-2.664756369,2559.02,0.84%,0.84,0.84
2020-10-08,"9,283.70",2.32,"1,885.30",0.23%,0.23,"3,446.83",0.008,0.8,2.85978,0.42%,0.416162206,0.416162206,2615.2,2.20%,2.2,2.2
2020-10-09,"9,348.70",0.70,"1,898.00",1.64%,1.64,"3,477.13",0.0088,0.88,2.930407,2.47%,2.469665499,2.469665499,2666.03,1.94%,1.94,1.94
2020-10-10,"9,522.70",1.86,,,,,,,3.010031,2.72%,2.717165227,2.717165227,2701.63,1.34%,1.34,1.34
2020-10-11,"9,621.40",1.04,,,,,,,3.082473,2.41%,2.406686177,2.406686177,2728.67,1.00%,1,1
2020-10-12,"9,757.40",1.41,"1,923.80",0.14%,0.14,"3,534.22",0.0164,1.64,3.077853,-0.15%,-0.149879658,-0.149879658,2765.7,1.36%,1.36,1.36
2020-10-13,"9,736.30",-0.22,"1,889.30",-1.78%,-1.78,"3,511.93",-0.0063,-0.63,3.212362,4.37%,4.37022171,4.37022171,2760.47,-0.19%,-0.19,-0.19
2020-10-14,"9,738.20",0.02,"1,885.00",0.67%,0.67,"3,488.67",-0.0066,-0.66,3.181512,-0.96%,-0.960352538,-0.960352538,2738.29,-0.80%,-0.8,-0.8
2020-10-15,"9,830.00",0.94,"1,892.70",0.08%,0.08,"3,483.34",-0.0015,-0.15,3.111558,-2.20%,-2.19876587,-2.19876587,2733.89,-0.16%,-0.16,-0.16
2020-10-16,"9,674.80",-1.58,"1,901.10",-0.13%,-0.13,"3,483.81",0.0001,0.01,3.12737,0.51%,0.508169862,0.508169862,2664.81,-2.53%,-2.53,-2.53
2020-10-17,"9,705.00",0.31,,,,,,,3.0549,-2.32%,-2.317282573,-2.317282573,2668.51,0.14%,0.14,0.14
2020-10-18,"9,827.20",1.26,,,,,,,3.066077,0.37%,0.365871223,0.365871223,2705.67,1.39%,1.39,1.39
2020-10-19,"9,987.30",1.63,"1,900.20",0.28%,0.28,"3,426.92",-0.0163,-1.63,3.111809,1.49%,1.491547668,1.491547668,2741.45,1.32%,1.32,1.32
2020-10-20,"10,079.90",0.93,"1,896.60",0.19%,0.19,"3,443.12",0.0047,0.47,3.136584,0.80%,0.79616069,0.79616069,2699.77,-1.52%,-1.52,-1.52
2020-10-21,"10,770.40",6.85,"1,911.60",0.74%,0.74,"3,435.56",-0.0022,-0.22,3.057852,-2.51%,-2.510119289,-2.510119289,2872.53,6.40%,6.4,6.4
2020-10-22,"10,980.90",1.95,"1,894.20",-1.29%,-1.29,"3,453.49",0.0052,0.52,3.252747,6.37%,6.373591658,6.373591658,2963.52,3.17%,3.17,3.17
2020-10-23,"10,893.70",-0.79,"1,895.20",0.03%,0.03,"3,465.39",0.0034,0.34,3.389424,4.20%,4.201894583,4.201894583,2947.19,-0.55%,-0.55,-0.55
2020-10-24,"11,046.70",1.40,,,,,,,3.30445,-2.51%,-2.507033643,-2.507033643,2994.48,1.60%,1.6,1.6
2020-10-25,"10,998.00",-0.44,,,,,,,3.331341,0.81%,0.813781416,0.813781416,2957.38,-1.24%,-1.24,-1.24
2020-10-26,"11,076.00",0.71,"1,892.50",0.03%,0.03,"3,400.97",-0.0186,-1.86,3.308769,-0.68%,-0.677564981,-0.677564981,2894.53,-2.13%,-2.13,-2.13
2020-10-27,"11,621.00",4.92,"1,898.70",0.33%,0.33,"3,390.68",-0.003,-0.3,3.259763,-1.48%,-1.481094631,-1.481094631,2972.59,2.70%,2.7,2.7
2020-10-28,"11,319.10",-2.60,"1,869.10",-1.71%,-1.71,"3,271.03",-0.0353,-3.53,3.3657,3.25%,3.249837488,3.249837488,2892.47,-2.70%,-2.7,-2.7
2020-10-29,"11,529.40",1.86,"1,859.20",-0.60%,-0.60,"3,310.11",0.0119,1.19,3.24501,-3.59%,-3.585881095,-3.585881095,2884.82,-0.26%,-0.26,-0.26
2020-10-30,"11,644.10",0.99,"1,863.30",0.64%,0.64,"3,269.96",-0.0121,-1.21,3.238611,-0.20%,-0.197195078,-0.197195078,2863.25,-0.75%,-0.75,-0.75
2020-10-31,"11,850.60",1.77,,,,,,,3.24871,0.31%,0.311831214,0.311831214,2895.14,1.11%,1.11,1.11
2020-11-01,"11,822.60",-0.24,,,,,,,3.304558,1.72%,1.719082343,1.719082343,2918.09,0.79%,0.79,0.79
2020-11-02,"11,659.40",-1.38,"1,873.30",0.67%,0.67,"3,310.24",0.0123,1.23,3.324067,0.59%,0.590366397,0.590366397,2844.44,-2.52%,-2.52,-2.52
2020-11-03,"11,929.40",2.32,"1,887.60",0.95%,0.95,"3,369.16",0.0178,1.78,3.244509,-2.39%,-2.393393394,-2.393393394,2872.73,0.99%,0.99,0.99
2020-11-04,"12,067.30",1.16,"1,881.80",-0.74%,-0.74,"3,443.44",0.022,2.2,3.244492,0.00%,-0.000523962,-0.000523962,2901.71,1.01%,1.01,1.01
2020-11-05,"13,189.90",9.30,"1,902.20",2.67%,2.67,"3,510.45",0.0195,1.95,3.318488,2.28%,2.280665201,2.280665201,3074.07,5.94%,5.94,5.94
2020-11-06,"13,137.10",-0.40,"1,937.20",0.25%,0.25,"3,509.44",-0.0003,-0.03,3.486949,5.08%,5.076438426,5.076438426,3218.66,4.70%,4.7,4.7
2020-11-07,"12,429.00",-5.39,,,,,,,3.656806,4.87%,4.871221231,4.871221231,3077.78,-4.38%,-4.38,-4.38
2020-11-08,"12,985.10",4.47,,,,,,,3.486412,-4.66%,-4.659640134,-4.659640134,3197.03,3.87%,3.87,3.87
2020-11-09,"12,960.40",-0.19,"1,848.00",-4.99%,-4.99,"3,550.50",0.0117,1.17,3.640005,4.41%,4.40547474,4.40547474,3140.79,-1.76%,-1.76,-1.76
2020-11-10,"12,969.00",0.07,"1,858.90",1.19%,1.19,"3,545.53",-0.0014,-0.14,3.60317,-1.01%,-1.011949159,-1.011949159,3147.64,0.22%,0.22,0.22
2020-11-11,"13,328.00",2.77,"1,853.90",-0.79%,-0.79,"3,572.66",0.0077,0.77,3.687537,2.34%,2.341465987,2.341465987,3206.81,1.88%,1.88,1.88
2020-11-12,"13,819.90",3.69,"1,860.70",0.63%,0.63,"3,537.01",-0.01,-1,3.753833,1.80%,1.797839588,1.797839588,3249.85,1.34%,1.34,1.34
2020-11-13,"13,803.00",-0.12,"1,872.10",0.69%,0.69,"3,585.15",0.0136,1.36,3.750648,-0.08%,-0.084846609,-0.084846609,3333.68,2.58%,2.58,2.58
2020-11-14,"13,599.80",-1.47,,,,,,,3.816149,1.75%,1.746391557,1.746391557,3279.09,-1.64%,-1.64,-1.64
2020-11-15,"13,491.60",-0.80,,,,,,,3.736977,-2.07%,-2.074656938,-2.074656938,3232.39,-1.42%,-1.42,-1.42
2020-11-16,"14,094.90",4.47,"1,861.50",0.08%,0.08,"3,626.91",0.0116,1.16,3.659647,-2.07%,-2.069319667,-2.069319667,3412.54,5.57%,5.57,5.57
2020-11-17,"14,890.00",5.64,"1,876.30",-0.14%,-0.14,"3,609.53",-0.0048,-0.48,3.806823,4.02%,4.02159006,4.02159006,3571.87,4.67%,4.67,4.67
2020-11-18,"15,012.40",0.82,"1,860.30",-0.59%,-0.59,"3,567.79",-0.0116,-1.16,3.976298,4.45%,4.451874962,4.451874962,3516.25,-1.56%,-1.56,-1.56
2020-11-19,"15,033.20",0.14,"1,850.00",-0.66%,-0.66,"3,581.87",0.0039,0.39,3.979025,0.07%,0.068581379,0.068581379,3569.97,1.53%,1.53,1.53
2020-11-20,"15,743.10",4.72,"1,859.10",0.59%,0.59,"3,557.54",-0.0068,-0.68,3.974187,-0.12%,-0.121587575,-0.121587575,3789.69,6.15%,6.15,6.15
2020-11-21,"15,743.50",0.00,,,,,,,4.190885,5.45%,5.452637231,5.452637231,4341.91,14.57%,14.57,14.57
2020-11-22,"15,529.40",-1.36,,,,,,,4.570661,9.06%,9.061952308,9.061952308,4245.8,-2.21%,-2.21,-2.21
2020-11-23,"15,528.10",-0.01,"1,828.00",-1.85%,-1.85,"3,577.59",0.0056,0.56,4.736027,3.62%,3.617988733,3.617988733,4915.72,15.78%,15.78,15.78
2020-11-24,"16,114.20",3.77,"1,803.70",-1.46%,-1.46,"3,635.41",0.0162,1.62,5.118362,8.07%,8.072905834,8.072905834,5289.88,7.61%,7.61,7.61
2020-11-25,"15,728.00",-2.40,"1,804.70",0.02%,0.02,"3,629.65",-0.0016,-0.16,5.304745,3.64%,3.641457951,3.641457951,4939.05,-6.63%,-6.63,-6.63
2020-11-26,"14,410.20",-8.38,"1,804.20",-0.23%,-0.23,,,,5.041303,-4.97%,-4.966157657,-4.966157657,4362.8,-11.67%,-11.67,-11.67
2020-11-27,"14,342.60",-0.47,"1,776.50",-1.05%,-1.05,"3,638.35",0.0024,0.24,4.522483,-10.29%,-10.29138697,-10.29138697,4466.57,2.38%,2.38,2.38
2020-11-28,"14,849.00",3.53,,,,,,,4.462637,-1.32%,-1.323299612,-1.323299612,4735.9,6.03%,6.03,6.03
2020-11-29,"15,207.00",2.41,,,,,,,4.828868,8.21%,8.206605198,8.206605198,4804.68,1.45%,1.45,1.45
2020-11-30,"16,427.40",8.03,"1,767.20",-0.40%,-0.40,"3,621.63",-0.0046,-0.46,4.900536,1.48%,1.484157364,1.484157364,5219.18,8.63%,8.63,8.63
2020-12-01,"15,578.50",-5.17,"1,778.40",2.13%,2.13,"3,662.45",0.0113,1.13,5.227302,6.67%,6.667964484,6.667964484,4889.8,-6.31%,-6.31,-6.31
2020-12-02,"15,877.50",1.92,"1,810.50",0.62%,0.62,"3,669.01",0.0018,0.18,4.966768,-4.98%,-4.984100785,-4.984100785,5019.14,2.65%,2.65,2.65
2020-12-03,"16,020.70",0.90,"1,826.70",0.60%,0.60,"3,666.72",-0.0006,-0.06,4.996902,0.61%,0.606712454,0.606712454,5061.42,0.84%,0.84,0.84
2020-12-04,"15,417.30",-3.77,"1,832.00",-0.06%,-0.06,"3,699.12",0.0088,0.88,5.097862,2.02%,2.020451872,2.020451872,4622.14,-8.68%,-8.68,-8.68
2020-12-05,"15,824.90",2.64,,,,,,,4.708313,-7.64%,-7.641419089,-7.641419089,4834.9,4.60%,4.6,4.6
2020-12-06,"15,983.70",1.00,,,,,,,4.891999,3.90%,3.901312423,3.901312423,4962.05,2.63%,2.63,2.63
2020-12-07,"15,843.60",-0.88,"1,824.80",1.41%,1.41,"3,691.96",-0.0019,-0.19,4.950562,1.20%,1.197117988,1.197117988,4879.81,-1.66%,-1.66,-1.66
2020-12-08,"15,143.50",-4.42,"1,863.90",0.48%,0.48,"3,702.25",0.0028,0.28,4.908771,-0.84%,-0.844166783,-0.844166783,4551.62,-6.73%,-6.73,-6.73
2020-12-09,"15,375.30",1.53,"1,828.20",-1.94%,-1.94,"3,672.82",-0.0079,-0.79,4.60584,-6.17%,-6.171218824,-6.171218824,4697.15,3.20%,3.2,3.2
2020-12-10,"15,037.60",-2.20,"1,831.50",-0.06%,-0.06,"3,668.10",-0.0013,-0.13,4.774771,3.67%,3.667756587,3.667756587,4586.7,-2.35%,-2.35,-2.35
2020-12-11,"14,893.30",-0.96,"1,826.80",0.34%,0.34,"3,663.46",-0.0013,-0.13,4.644046,-2.74%,-2.737827636,-2.737827636,4483.4,-2.25%,-2.25,-2.25
2020-12-12,"15,545.50",4.38,,,,,,,4.609147,-0.75%,-0.751478345,-0.751478345,4468.6,-0.33%,-0.33,-0.33
2020-12-13,"15,786.60",1.55,,,,,,,4.673265,1.39%,1.391103386,1.391103386,4607.88,3.12%,3.12,3.12
2020-12-14,"15,864.10",0.49,"1,820.00",-0.62%,-0.62,"3,647.49",-0.0044,-0.44,4.755949,1.77%,1.769298339,1.769298339,4556.86,-1.11%,-1.11,-1.11
2020-12-15,"15,997.50",0.84,"1,828.50",1.27%,1.27,"3,694.62",0.0129,1.29,4.776917,0.44%,0.440879412,0.440879412,4497.26,-1.31%,-1.31,-1.31
2020-12-16,"17,506.40",9.43,"1,848.20",0.20%,0.20,"3,701.17",0.0018,0.18,4.737698,-0.82%,-0.821010706,-0.821010706,5100.98,13.42%,13.42,13.42
2020-12-17,"18,598.00",6.24,"1,865.90",1.68%,1.68,"3,722.48",0.0058,0.58,5.140738,8.51%,8.507085086,8.507085086,5241.58,2.76%,2.76,2.76
2020-12-18,"18,872.00",1.47,"1,881.90",-0.08%,-0.08,"3,709.41",-0.0035,-0.35,5.318467,3.46%,3.457266252,3.457266252,5336.03,1.80%,1.8,1.8
2020-12-19,"19,403.90",2.82,,,,,,,5.328134,0.18%,0.181762903,0.181762903,5414.6,1.47%,1.47,1.47
2020-12-20,"19,203.30",-1.03,,,,,,,5.429048,1.89%,1.893983898,1.893983898,5304.29,-2.04%,-2.04,-2.04
